Song No.,1.Meter,2.No of beats,3.Beat sub-division ,4. No. of sub-beats,5.Syncopation,6.Motivic redundancy ,7.Durational variability ,8.Tonality,9. Mode,10.No. of scale degrees ,11.Hemitonicity ,12.Maximum interval size ,13.Melodic range ,14.Melodic contour ,15.Melisma ,16.Vocables,17. Number of vocal parts ,18.Rhythmic texture ,19.Harmonic interval ,20.Relative contour ,21.Phrase repetition ,22.Phrase length,23.Phrase symmetry,24.Solo/group arrangement ,25.Responsorial relationship ,26. Phrase overlap,(Cantometrics#)5. Tonal blend,6. Rhythmic blend,23. Embellishment,24. Tempo,25. Volume,26. Rubato,28. Glissando,30. Tremolo,31. Glottal shake,32. Register,33.  Vocal width,34. Nasality,35. Rasp,36. Accent,37. Enunciation,CantoCore ID No.,Other comment,Population Name,Recording source,Album Name,Track No.,Song name,Cantogroup,MDS coordinate dimension 1,MDS coordinate dimension 2
66,bd,a,c,a,0,0.5,0.5,e,a,0.5,0.5,0.5,0.5,df,0.5,0.5,0,,,,0.5,0.5,0.5,c,cb,0,0.5,0.6,0.25,0.6,0.75,0.666666667,0.666666667,1,0.5,0.25,0,0.25,0.5,0.25,0.25,1590,____,Japanese (Aomori),NHK (1944-1994),_________1___I,9,____,blue,-0.004014141,-0.172424178
67,d,a,c,a,0,0.5,1,e,a,0.5,0,0.5,1,f,1,0,0,,,,0.5,1,0.5,a,a,,,,0.25,0.6,0.75,0.666666667,1,1,0.5,0.25,0,0.25,0.5,0.5,0.5,1429,___,Japanese (Aomori),NHK (1944-1994),_________1___I,13,___,purple,0.070715329,-0.136918467
68,bd,a,c,a,0,0.5,0.5,e,a,0.5,1,0.5,1,fe,1,0.5,0,,,,0.5,1,0.5,a,a,,,,0.25,0.6,0.5,0.666666667,1,1,1,0.5,0,0.25,0.5,0.5,0.25,1479,_____,Japanese (Aomori),NHK (1944-1994),_________1___I,14,_____,purple,0.065085061,-0.114974621
69,a,,,,,0.5,0.5,e,a,0.5,0,0.5,0.5,fd,1,0.5,0,,,,1,1,0,a,a,,,,0.25,,0.5,,1,1,0.5,0.25,0.333333333,0.25,0.5,0.5,0.25,1487,_____,Japanese (Aomori),NHK (1944-1994),_________1___I,15,_____,purple,0.108961245,-0.054926474
70,db,a,c,b,0,0.5,0.5,e,a,0.5,1,0.5,1,f,1,0,0,,,,0.5,0.5,0.5,a,a,,,,0.25,0.4,0.5,0.666666667,1,1,0.5,0.25,0,0.25,0.5,0.5,0.25,1442,____,Japanese (Aomori),NHK (1944-1994),_________1___I,17,____,purple,0.082979887,-0.109458898
71,bd,a,c,b,0,1,0.5,e,d,0.5,0,0.5,1,fe,0.5,0.5,0,,,,0.5,1,0.5,a,a,,,,0.25,0.6,0.75,0.666666667,1,1,0.5,0.25,0,0.25,0.5,0.25,0.25,1518,______,Japanese (Aomori),NHK (1944-1994),_________1___I,18,______,blue,0.051346484,-0.093636783
72,d,a,c,b,1,0.5,1,e,a,0.5,1,0.5,1,fc,1,0,0,,,,0.5,1,0.5,a,a,,,,0,0.6,0.75,1,1,0.5,0.5,0.25,0,0.25,0.5,0.25,0.5,1495,______,Japanese (Aomori),NHK (1944-1994),_________1___I,19,______,purple,0.104601348,-0.141293268
73,d,a,c,b,1,0.5,1,e,a,0.5,0,0.5,1,cf,1,0.5,0,,,,0.5,1,1,a,b,0,,,0,0.8,0.75,0.666666667,0.666666667,1,0.5,0.25,0,0,0.5,0.5,0.25,1526,______,Japanese (Aomori),NHK (1944-1994),_________1___I,20,______,purple,0.121165854,-0.19633866
74,ba,,,,,0.5,1,e,d,0.5,0,0.5,1,ec,1,0,0,,,,0.5,1,0.5,a,a,,,,0,0.6,0.75,0.333333333,0.666666667,0.5,0,0.25,0,0.25,0.25,0.25,0.25,1362,______,Japanese (Aomori),NHK (1944-1994),_________2___II,2,______,purple,0.225420197,-0.035638899
75,ba,,,,,0.5,0.5,e,d,0.5,0,0.5,1,fe,1,0,0,,,,0.5,1,0.5,a,a,,,,0.25,0.8,0.75,0.333333333,1,0.5,0.5,0.5,0,0.25,0.25,0.25,0.25,1482,______,Japanese (Aomori),NHK (1944-1994),_________2___II,3,______,purple,0.188130545,-0.04993373
76,ab,,,,,0.5,1,ea,d,0.5,0,0.5,1,ec,1,0,0,,,,0,1,1,a,a,,,,0.25,0.8,0.75,0.333333333,0.666666667,1,0.5,0.25,0,0.25,0.5,0.25,0.25,1784,______,Japanese (Aomori),NHK (1944-1994),_________2___II,4,______,purple,0.237821812,-0.032393525
77,d,a,c,b,0.5,0.5,0.5,e,a,0.5,0,0.5,1,cf,1,0.5,0,,,,0.5,1,1,a,a,,,,0,0.6,0.75,1,1,1,0.5,0.25,0,0,0.25,0.5,0.25,1506,______,Japanese (Aomori),NHK (1944-1994),_________2___II,5,______,purple,0.074915924,-0.135964939
78,d,a,c,b,1,0.5,1,ea,a,0.5,0,0.5,1,cf,1,0.5,0,,,,0.5,1,1,a,b,0,,,0.25,0.6,0.5,1,0.666666667,0.5,0.5,0.25,0,0.25,0.5,0.5,0.25,1595,______,Japanese (Aomori),NHK (1944-1994),_________2___II,6,______,purple,0.104088355,-0.180584403
79,d,a,c,b,0,1,0.5,e,d,0.5,0,0.5,1,f,1,0,0,,,,0.5,1,0.5,a,a,,,,0,0.4,0.5,1,1,1,0.5,0.25,0,0.25,0.5,0.5,0.5,1436,_____,Japanese (Aomori),NHK (1944-1994),_________2___II,7,_____,blue,0.040660937,-0.130108631
80,d,a,c,b,1,0.5,1,e,a,0.5,0,0.5,0.5,cf,1,0,0,,,,0.5,1,0.5,a,a,,,,0,0.4,0.75,1,1,1,0.5,0.25,0,0.25,0.5,0.75,0.5,1502,____,Japanese (Aomori),NHK (1944-1994),_________2___II,8,____,purple,0.104331045,-0.10951396
81,b,,,,,0.5,0.5,ea,a,0.5,0.5,0.5,0.5,f,0.5,0.5,0,,,,0.5,0.5,0,d,b,0,0.75,0.8,0.75,0.6,0.75,0.666666667,1,1,1,0.25,0.333333333,0.25,0.5,0.5,0.5,1851,_____,Japanese (Aomori),NHK (1944-1994),_________2___II,10,_____,blue,0.03228856,-0.106276506
82,db,a,c,a,0,0.5,0.5,e,d,0.5,0,0.5,0.5,fe,0.5,0.5,0,,,,0.5,0.5,1,d,b,0,0.75,0.8,0.5,0.6,0.5,0.666666667,1,1,1,0.5,0.333333333,0.25,0.5,0.5,0.5,1807,_______,Japanese (Aomori),NHK (1944-1994),_________2___II,12,_______,blue,0.000673139,-0.148620381
83,d,a,c,a,0.5,0.5,0.5,ea,d,0.5,0,0.5,1,fc,1,0.5,0,,,,0.5,1,1,a,a,,,,0.25,0.6,0.75,1,1,1,0.5,0.25,0,0.25,0.25,0.25,0.25,1568,_____,Japanese (Aomori),NHK (1944-1994),_________2___II,13,_____,blue,0.044426924,-0.124626604
84,d,a,c,b,1,1,0.5,ea,d,0.5,0,0.5,0.5,fe,1,0.5,0,,,,0.5,1,1,c,b,0,1,1,0.25,0.4,0.5,1,0.666666667,1,0.5,0.25,0,0.25,0.5,0.5,0.25,1431,______,Japanese (Aomori),NHK (1944-1994),_________2___II,14,______,blue,0.028264168,-0.219750342
85,d,a,c,b,0.5,0.5,0.5,e,d,0.5,0,0.5,1,fc,1,0.5,0,,,,0.5,1,0.5,a,b,0,,,0,0.6,0.75,1,1,1,0.5,0.25,0,0,0.5,0.25,0.25,1460,____,Japanese (Aomori),NHK (1944-1994),_________2___II,15,____,blue,0.066533618,-0.189418933
86,bd,b,c,a,0,1,0.5,e,d,0.5,0,0.5,0.5,fb,1,0,0,,,,1,0.5,0,a,a,,,,0.5,0.8,0.75,1,1,1,0.5,0.25,0,0.5,0.5,0.5,0.25,1445,______,Japanese (Aomori),NHK (1944-1994),_________2___II,16,______,blue,-0.002181856,-0.065807311
87,bd,a,c,b,0,1,0.5,e,a,0.5,0,0.5,0.5,ef,0.5,0,0,,,,0.5,1,0.5,a,a,,,,0.5,0.4,0.75,0.666666667,1,1,0.5,0.25,0.333333333,0.5,0.5,0.5,0.5,1321,______,Japanese (Aomori),NHK (1944-1994),_________2___II,17,______,purple,0.044964799,-0.057836485
88,bd,a,c,b,0,0.5,0.5,e,d,0.5,0,0.5,0.5,ef,1,0,0,,,,1,0.5,0,a,b,0,,,0.25,0.4,0.5,0.666666667,1,0.5,0.5,0.5,0,0.25,0.5,0.5,0.25,1596,_____(______),Japanese (Aomori),NHK (1944-1994),_________2___II,18,_____(______),blue,0.045090445,-0.130315063
89,d,a,c,a,0,1,0.5,ea,a,0.5,0,0.5,0,f,0.5,0.5,0,,,,1,1,1,a,a,,,,0.5,0.6,0.75,1,0.666666667,1,0.5,0.25,0,0.5,0.5,0.5,0.25,1428,_______,Japanese (Aomori),NHK (1944-1994),_________2___II,19,_______,blue,-0.03517237,-0.06025058
90,b,,,,,0.5,0.5,e,a,0.5,0,0.5,0.5,f,0.5,0,0,,,,0,0,0.5,ca,b,0,0.5,0.6,0.5,0.6,0.5,0.666666667,1,1,0.5,0.25,0.333333333,0.25,0.25,0.75,0.25,1358,___,Japanese (Aomori),NHK (1944-1994),_________2___II,21,___,purple,0.102916348,-0.079396019
91,ab,,,,,0.5,0.5,e,d,0.5,0,0.5,1,e,0.5,0,0,,,,0.5,0,0.5,a,a,,,,0.5,0.6,0.5,0.666666667,1,1,0.5,0.25,0.333333333,0.25,0.5,0.5,0.25,1566,___,Japanese (Saga),NHK (1944-1994),_________4___I,2,___,purple,0.104770749,-0.021001183
92,a,,,,,0.5,1,e,a,0.5,0,0.5,0.5,ef,0.5,0.5,0,,,,0.5,1,1,a,b,0.5,,,0.25,,0.5,,0.666666667,1,1,0.5,0.333333333,0.5,0.75,0.75,0.5,1829,___,Japanese (Saga),NHK (1944-1994),_________4___I,3,___,purple,0.171731135,-0.086281733
93,a,,,,,0.5,1,e,d,0.5,0,0.5,1,f,1,0.5,0,,,,0.5,1,1,a,b,0,,,0,,0.5,,0.666666667,0.5,0.5,0.25,0,0.25,0.5,0.5,0.25,1424,___,Japanese (Saga),NHK (1944-1994),_________4___I,4,___,purple,0.241040976,-0.162537171
94,ba,,,,,0,1,e,d,0.5,0,0.5,1,f,1,0.5,0,,,,0.5,1,0.5,bd,b,,0.5,0.6,0.5,0.6,0.5,0.333333333,1,1,1,0.5,0,0.25,0.5,0.5,0.5,1484,_____,Japanese (Saga),NHK (1944-1994),_________4___I,5,_____,purple,0.186932739,-0.15080239
95,a,,,,,0.5,1,e,a,0.5,0,0.5,0.5,fc,1,0,0,,,,1,1,0,a,a,,,,0.25,,0.5,,1,0.5,0.5,0.5,0,0.25,0.5,0.75,0.25,1457,_____,Japanese (Saga),NHK (1944-1994),_________4___I,7,_____,purple,0.155020069,-0.058548246
96,b,,,,,1,0.5,e,e,0.5,0,0.5,0.5,fe,0.5,0,0,,,,1,0.5,0,bd,a,,0.5,0.6,0.5,0.6,0.5,0.666666667,1,1,1,0.25,0,0.25,0.5,0.25,0.25,1571,___,Japanese (Saga),NHK (1944-1994),_________4___I,8,___,blue,-0.005843678,-0.085985065
97,d,a,c,a,0,0.5,1,e,a,0.5,0.5,0.5,0.5,fc,1,0.5,0,,,,0.5,0.5,0.5,ab,b,0.5,0.5,0.6,0.5,0.4,0.5,0.666666667,1,0.5,0.5,0.5,0.333333333,0.25,0.5,0.25,0.25,1530,___(___),Japanese (Saga),NHK (1944-1994),_________4___I,12,___(___),blue,0.019060851,-0.166742814
98,db,a,c,a,0.5,0.5,1,e,d,0.5,0,0.5,0.5,f,1,0.5,0,,,,0.5,1,1,a,b,0,,,0.25,0.6,0.5,0.666666667,0.666666667,1,0.5,0.5,0.333333333,0.25,0.5,0.25,0.25,1507,____,Japanese (Saga),NHK (1944-1994),_________4___I,15,____,purple,0.086262074,-0.14310571
99,d,a,c,a,0.5,0.5,1,e,a,0.5,0.5,0.5,1,fe,1,0.5,0,,,,0.5,1,0.5,a,a,,,,0.5,0.6,0.75,1,1,1,0.5,0.5,0,0.25,0.5,0.25,0.25,1572,_______,Japanese (Saga),NHK (1944-1994),_________4___I,16,_______,blue,0.053662529,-0.141155811
100,a,,,,,0.5,1,ea,a,0.5,0,0.5,0.5,e,1,0.5,0,,,,0.5,1,1,c,b,0,0.25,0.4,0,,0.5,,0.666666667,1,0.5,0.5,0.333333333,0.5,0.75,0.5,0.5,1319,___,Japanese (Saga),NHK (1944-1994),_________4___I,18,___,purple,0.196984375,-0.149612355
101,d,a,c,b,0,1,0.5,e,a,0.5,0,0.5,0.5,f,0.5,0,0,,,,1,1,0.5,a,c,0,,,0.5,0.6,0.75,0.666666667,1,1,0.5,0.25,0.333333333,0.5,0.5,0.5,0.25,1493,___,Japanese (Saga),NHK (1944-1994),_________4___I,20,___,blue,-0.017210189,-0.120929829
102,db,a,c,a,0,1,0.5,e,a,0.5,0,0.5,0.5,ef,0.5,0.5,0,,,,0.5,0.5,1,a,b,,,,0.75,0.6,0.5,0.666666667,1,1,0.5,0.5,0,0.25,0.25,0.5,0.25,1733,___,Japanese (Saga),NHK (1944-1994),_________4___I,21,___,blue,-0.004745353,-0.113480453
103,ba,,,,,0.5,0.5,e,a,0.5,0,0,1,e,0.5,0.5,0,,,,0.5,0.5,0.5,a,a,,,,0.25,0.6,0.25,0.333333333,1,1,0.5,0.75,0.333333333,0.5,0.25,0.75,0.5,1384,____,Japanese (Saga),NHK (1944-1994),_________4___I,22,____,green,0.135574884,0.026400399
104,d,a,c,b,0,0.5,1,e,e,0.5,0,0.5,1,f,1,0.5,0,,,,1,1,0.5,a,b,0,,,0.25,0.6,0.75,0.666666667,1,1,0.5,0.25,0.333333333,0.25,0.5,0.25,0.25,1523,____,Japanese (Saga),NHK (1944-1994),_________4___I,23,____,blue,0.053247172,-0.20093432
105,ab,,,,,0,0.5,e,d,0.5,0,0.5,0.5,fc,1,0,0,,,,0.5,1,0.5,a,a,,,,0.25,,0.5,0.333333333,1,1,0.5,0.5,0,0.25,0.5,0.5,0.25,1402,___,Japanese (Saga),NHK (1944-1994),_________4___I,24,___,purple,0.197979419,-0.02721864
106,b,,,,,0.5,1,e,e,0.5,0,0.5,1,ef,1,0,0,,,,0.5,1,0,a,a,,,,0.25,0.4,0.5,0.333333333,1,1,1,0.5,0.333333333,0.5,0.5,0.75,0.5,1380,___,Japanese (Saga),NHK (1944-1994),_________4___I,26,___,purple,0.15164058,-0.063046888
107,ab,,,,,0.5,1,ae,e,0.5,0,0.5,0.5,fc,0.5,0.5,0,,,,0.5,0.5,0.5,cb,b,0,0.25,0.4,0.5,0.6,0.5,0.333333333,0.333333333,1,0.5,0.25,0,0.25,0.5,0.5,0.5,1576,__(___),Japanese (Saga),NHK (1944-1994),_________4___I,30,__(___),purple,0.146623159,-0.095233289
108,a,,,,,0.5,1,e,a,0.5,0,0.5,1,fe,1,0.5,0,,,,0.5,1,1,c,b,0,0.5,0.6,0,,0.75,,0.666666667,1,0.5,0.25,0.333333333,0.5,0.5,0.75,0.25,1771,___,Japanese (Saga),NHK (1944-1994),_________5___II,1,___,purple,0.221203425,-0.227659516
109,ab,,,,,0,1,ea,d,0.5,0,0.5,1,f,1,0.5,0,,,,0.5,1,1,a,b,0,,,0,0.4,0.75,0.333333333,0.666666667,1,0.5,0.25,0,0.25,0.5,0.5,0.25,1412,___,Japanese (Saga),NHK (1944-1994),_________5___II,2,___,purple,0.255268132,-0.119036392
110,d,a,c,a,0.5,0.5,0.5,e,a,0.5,1,0.5,0.5,fe,1,0,0,,,,0.5,0.5,0.5,d,a,,0.5,0.6,0.5,0.4,0.5,1,0.666666667,1,0.5,0.75,0,0.25,0.5,0.5,0.5,1392,__,Japanese (Saga),NHK (1944-1994),_________5___II,3,__,blue,-0.003762773,-0.133225428
111,d,a,c,a,0,0.5,1,e,d,0.5,1,0.5,1,fe,1,0,0,,,,0.5,0.5,0,d,a,,0.5,0.6,0.5,0.4,0.75,1,0.666666667,1,0.5,0.5,0.333333333,0.5,0.5,0.5,0.5,1662,______,Japanese (Saga),NHK (1944-1994),_________5___II,4,______,blue,-0.010541586,-0.158999872
112,a,,,,,0,0.5,e,a,0.5,0.5,0.5,0.5,ef,1,0,0,,,,0.5,1,0.5,a,a,,,,0.25,,0.75,,0.666666667,1,0.5,0.5,0.333333333,0.25,0.5,0.5,0.25,1773,____,Japanese (Saga),NHK (1944-1994),_________5___II,6,____,purple,0.185627952,-0.053918902
113,da,a,c,a,0.5,0.5,0.5,e,a,0.5,0.5,0.5,1,f,1,0,0.5,,,,0.5,0.5,0.5,a,a,,,,0.25,0.4,0.75,0.666666667,1,1,0.5,0.5,0.333333333,0.25,0.5,0.25,0.25,1556,_____,Japanese (Saga),NHK (1944-1994),_________5___II,7,_____,purple,0.060225306,-0.109215451
114,d,a,c,b,1,0.5,1,e,a,0.5,0,0.5,1,fc,0.5,0,0,,,,0.5,1,0.5,a,a,,,,0.25,0.6,0.5,1,1,1,0.5,0.5,0,0.25,0.25,0.5,0.25,1397,____,Japanese (Saga),NHK (1944-1994),_________5___II,8,____,purple,0.078944275,-0.096579359
115,b,,,,,0.5,1,e,a,0.5,0,0.5,1,f,1,0.5,0,,,,0.5,1,1,a,b,0,,,0.25,0.4,0.5,0.666666667,1,1,0.5,0.5,0.333333333,0.25,0.5,0.5,0.25,1527,____,Japanese (Saga),NHK (1944-1994),_________5___II,9,____,purple,0.188469879,-0.141375449
116,d,a,c,a,0.5,0.5,1,e,a,0.5,1,0.5,1,f,1,0,0,,,,0,0.5,0.5,a,a,,,,0.5,0.6,0.5,1,1,1,0.5,0.5,0,0.25,0.75,0.75,0,1449,____,Japanese (Saga),NHK (1944-1994),_________5___II,10,____,blue,0.06394009,-0.129407029
117,d,a,c,a,0,0.5,0.5,ea,a,0.5,0,0.5,1,fe,1,0.5,0,,,,0.5,0.5,0.5,dc,b,0,0.5,0.6,0.5,0.6,0.5,1,1,1,0.5,0.25,0,0.25,0.5,0.5,0.5,1804,_____(__),Japanese (Saga),NHK (1944-1994),_________5___II,11,_____(__),blue,-0.012973037,-0.21511005
118,d,a,c,a,0.5,0.5,1,e,a,0.5,0,0.5,1,ef,1,0.5,0,,,,0.5,1,0.5,a,a,,0.5,0.8,0.25,0.6,0.5,1,1,1,1,0.25,0,0.25,0.5,0.5,0.5,1382,_____(__),Japanese (Saga),NHK (1944-1994),_________5___II,12,_____(__),blue,0.047439494,-0.136221146
119,d,a,c,a,0,0.5,0.5,e,a,0.5,0,0.5,0.5,ef,1,0.5,0,,,,0.5,0.5,1,ac,b,0,0.5,0.6,0.25,0.4,0.75,1,0.666666667,1,1,0.5,0,0.25,0.5,0.5,0.5,1368,____,Japanese (Saga),NHK (1944-1994),_________5___II,14,____,blue,0.007511853,-0.184629788
120,b,,,,,0.5,0.5,ea,a,0.5,0.5,0.5,1,cf,0.5,0.5,0,,,,0,0.5,1,d,a,,0.25,0.8,0.75,0.6,0.75,1,1,1,1,0.25,0.333333333,0.25,0.25,0.25,0.25,1450,__,Japanese (Saga),NHK (1944-1994),_________5___II,15,__,purple,0.064495504,-0.055877928
121,ab,,,,,0.5,0.5,ea,a,0.5,0,0.5,1,ef,1,0.5,0,,,,0.5,0.5,1,c,c,0,0.75,0.8,0.25,0.6,0.5,0.666666667,0.666666667,1,0.5,0.25,0,0.5,0.5,0.5,0.25,1915,___,Japanese (Shizuoka),NHK (1944-1994),_________5___I,10,___,purple,0.120743775,-0.154996517
122,b,,,,,1,0.5,ea,d,0.5,0,0.5,0.5,fe,1,0.5,0,,,,0.5,0.5,1,a,b,0,,,0.25,0.6,0.75,0.333333333,0.666666667,1,0.5,0.25,0,0.25,0.5,0.5,0.25,1448,___,Japanese (Shizuoka),NHK (1944-1994),_________5___I,11,___,purple,0.13176947,-0.091523661
123,db,a,c,b,0,1,0.5,e,d,0.5,0,0.5,0.5,f,0.5,0,0,,,,1,0.5,0,a,a,,,,0.5,0.6,0.5,1,1,1,1,0.5,0.333333333,0.5,0.5,0.5,0.25,1389,___,Japanese (Shizuoka),NHK (1944-1994),_________5___I,17,___,yellow,-0.028744732,-0.039215413
124,db,a,c,a,0,0.5,0.5,ea,a,0.5,0.5,0.5,0.5,fe,0.5,0.5,0,,,,0.5,0.5,1,c,b,0,0.25,0.4,0.75,0.4,0.5,0.666666667,0.666666667,1,1,0.25,0.333333333,0.5,0.5,0.5,0.5,1375,_____(___),Japanese (Shizuoka),NHK (1944-1994),_________5___I,26,_____(___),blue,-0.004795292,-0.134427164
125,d,a,c,a,0,1,0.5,e,a,0.5,0,0.5,1,ef,0.5,0.5,0,,,,0.5,0.5,0.5,c,c,0,0.5,0.6,0.75,0.4,0.5,0.666666667,1,0.5,0.5,0.75,0.666666667,0.5,0.5,0.5,0.5,1324,____(___),Japanese (Shizuoka),NHK (1944-1994),_________5___I,27,____(___),blue,-0.056640392,-0.163809954
126,ad,a,c,a,0,0.5,1,e,a,0.5,0,0.5,0.5,fd,1,0.5,0,,,,0.5,1,0.5,c,c,0,0.5,0.6,0.5,0.6,0.75,0.333333333,0.666666667,1,1,0.5,0.333333333,0.25,0.5,0.5,0.25,1467,_____(__),Japanese (Shizuoka),NHK (1944-1994),_________5___I,29,_____(__),blue,0.042092085,-0.172512428
127,b,,,,,0.5,0.5,e,b,0.5,0.5,0.5,0.5,ef,1,0.5,0,,,,0.5,1,0,cb,b,0,0.75,0.8,0.25,0.6,0.5,0.333333333,1,1,0.5,0.5,0,0.25,0.5,0.5,0.5,1762,___(___),Japanese (Shizuoka),NHK (1944-1994),_________5___I,31,___(___),purple,0.126925318,-0.170863467
128,a,,,,,0,1,ea,a,0.5,0,0.5,1,ef,1,0.5,0,,,,0.5,1,1,c,b,0,0.75,0.8,0.5,,0.5,,0.666666667,0.5,1,0.5,0.333333333,0.5,0.5,0.75,0.5,1745,_____,Japanese (Shizuoka),NHK (1944-1994),_________5___I,32,_____,purple,0.210920412,-0.168280535
129,a,,,,,0.5,1,ea,a,0.5,0,0.5,1,f,1,0.5,0,,,,0.5,1,1,a,a,,,,0.25,,0.5,,0.666666667,0.5,1,0.75,0.333333333,0.75,0.25,0.5,0.5,1334,___,Japanese (Shizuoka),NHK (1944-1994),_________5___I,33,___,purple,0.189844614,-0.023862594
130,a,,,,,0.5,1,e,a,0.5,0,0.5,0.5,fe,1,0.5,0,,,,0.5,1,0.5,a,b,0.5,,,0.25,,0.75,,1,1,0.5,0.25,0,0.25,0.5,0.5,0.25,1640,___(___),Japanese (Shizuoka),NHK (1944-1994),_________6___II,1,___(___),purple,0.195809477,-0.137683685
131,a,,,,,0.5,0.5,e,a,0.5,0,0.5,0.5,e,1,0.5,0,,,,0.5,1,1,a,c,0,,,0.25,,0.5,,0.666666667,1,0.5,0.5,0,0.25,0.5,0.75,0.5,1365,___(___),Japanese (Shizuoka),NHK (1944-1994),_________6___II,2,___(___),purple,0.161758067,-0.093873629
132,a,,,,,0.5,0.5,ea,a,0.5,0,0.5,0.5,ef,1,0.5,0,,,,0.5,1,1,a,c,0.5,,,0.25,,0.75,,1,1,0.5,0.25,0,0.25,0.5,0.5,0.25,1586,___(___),Japanese (Shizuoka),NHK (1944-1994),_________6___II,4,___(___),purple,0.157223962,-0.115240826
133,a,,,,,0.5,1,e,d,0.5,0,0.5,0.5,fe,1,0,0,,,,0.5,1,0.5,a,c,0.5,,,0,,0.5,,1,0.5,0.5,0.25,0,0.25,0.5,0.5,0.25,1489,___(___),Japanese (Shizuoka),NHK (1944-1994),_________6___II,5,___(___),purple,0.191354798,-0.126096916
134,a,,,,,0,1,e,d,0.5,0,0.5,0.5,fe,1,0.5,0,,,,1,1,0.5,a,c,0.5,,,0,,0.5,,1,1,1,0.5,0,0.25,0.5,0.75,0.5,1433,___(___),Japanese (Shizuoka),NHK (1944-1994),_________6___II,6,___(___),purple,0.164206394,-0.093605081
135,d,a,c,b,0.5,1,0.5,e,d,0.5,0,0.5,0.5,ef,0.5,0,0,,,,0.5,0.5,0,c,c,0,0.75,0.8,0.75,0.6,0.5,1,1,1,1,0.25,0,0.25,0.5,0.25,0.25,1736,___,Japanese (Shizuoka),NHK (1944-1994),_________6___II,8,___,blue,-0.079859767,-0.181058442
136,d,a,c,b,0,0.5,0.5,e,a,0.5,0,0.5,0.5,fe,1,0.5,0,,,,0.5,0.5,1,a,c,0,,,0.5,0.6,0.75,1,0.666666667,1,0.5,0.5,0,0.25,0.25,0.5,0.5,1461,___(_____),Japanese (Shizuoka),NHK (1944-1994),_________6___II,13,___(_____),blue,0.020229775,-0.126457388
137,a,,,,,0.5,1,e,a,0.5,0,0.5,1,fa,1,0.5,0,,,,0,1,1,c,b,0,0.5,0.4,0.25,,0.25,,1,1,0.5,0.5,0.333333333,0.75,0.75,0.75,0.75,1313,___(__),Japanese (Shizuoka),NHK (1944-1994),_________6___II,15,___(__),purple,0.226059721,-0.168001069
138,b,,,,,0.5,0.5,ea,a,0.5,1,0.5,0.5,f,1,0.5,0,,,,0.5,1,1,c,b,0.5,0.5,0.8,0.25,0.6,0.5,1,0.666666667,1,1,0.5,0.333333333,0.25,0.5,0.5,0.5,1413,__(____),Japanese (Shizuoka),NHK (1944-1994),_________6___II,16,__(____),purple,0.109768387,-0.151925643
139,d,a,c,a,0.5,0.5,1,ea,d,0.5,0,0.5,1,ec,1,0.5,0,,,,0.5,0.5,1,c,b,0,0.5,0.6,0.25,0.6,0.5,1,0.666666667,1,0.5,0.5,0,0.25,0.25,0.5,0.25,1337,___,Japanese (Shizuoka),NHK (1944-1994),_________6___II,20,___,blue,0.019106865,-0.222089526
140,bd,a,c,a,0,0.5,1,e,a,0.5,0,0.5,1,fe,1,0.5,0,,,,0.5,0.5,1,c,b,0,0.5,0.6,0.25,0.6,0.75,0.666666667,0.666666667,1,0.5,0.25,0,0.25,0.5,0.25,0.25,1862,______(____),Japanese (Shizuoka),NHK (1944-1994),_________6___II,23,______(____),blue,0.052939384,-0.238996298
141,d,a,c,b,0,0.5,0.5,e,a,0.5,0,0.5,0.5,fe,0,0,0,,,,0.5,0,0.5,cb,b,0,0.75,0.8,1,0.6,0.5,1,1,1,1,0.5,0.333333333,0.5,0.5,0.5,0.5,1355,_______,Japanese (Shizuoka),NHK (1944-1994),_________6___II,24,_______,blue,-0.063591337,-0.125873246
142,b,a,c,a,0,0.5,1,e,a,0.5,0.5,0.5,1,ef,1,0.5,0,,,,0.5,1,1,c,b,0,0.5,0.6,0.5,0.6,0.75,0.666666667,0.666666667,1,0.5,0.25,0,0.25,0.5,0.25,0.25,1779,__(____),Japanese (Shizuoka),NHK (1944-1994),_________6___II,25,__(____),blue,0.088233403,-0.234844492
143,bd,a,c,b,0,0.5,0.5,e,a,0.5,0,0.5,1,fd,1,0.5,0,,,,0.5,0.5,0.5,cb,b,0,0.75,0.8,0.25,0.6,0.75,0.666666667,1,1,0.5,0.25,0.333333333,0.25,0.5,0.25,0.25,1546,____(__),Japanese (Shizuoka),NHK (1944-1994),_________6___II,26,____(__),blue,0.042249432,-0.200205167
144,b,,,,,1,0,e,a,0.5,0,0.5,0.5,f,1,0.5,0,,,,0.5,1,0.5,d,a,,0.25,0.6,0.75,0.4,0.75,0.666666667,0.666666667,1,1,0.5,0.333333333,0.25,0.5,0.75,0.5,1475,____(_______),Japanese (Shizuoka),NHK (1944-1994),_________6___II,33,____(_______),purple,0.050261189,-0.049329986
145,b,,,,,0.5,1,e,a,0.5,0,0.5,1,fc,0.5,0,0,,,,0.5,1,0,d,a,,0.25,0.6,0.5,0.6,0.75,0.666666667,0.666666667,1,1,0.25,0,0.25,0.5,0.5,0.5,1580,____(_____),Japanese (Shizuoka),NHK (1944-1994),_________6___II,34,____(_____),purple,0.095181348,-0.085611871
